index,City,Date,Card Type,Exp Type,Gender,Amount,Reward Points Earned,Age Group,Annual Income,Credit Limit,Credit Utilization (%),Transaction Category (Online vs. POS)
10943,"Ahmedabad, India",07-Feb-14,Signature,Entertainment,F,274703,2747,26-35,300000,50000,100,Online
10944,"Greater Mumbai, India",29-Jan-14,Silver,Entertainment,M,109034,1090,26-35,800000,200000,54.52,POS
10945,"Delhi, India",06-May-15,Silver,Food,F,3792,37,36-45,2000000,500000,0.76,POS
10946,"Bengaluru, India",10-Jan-14,Signature,Fuel,F,160094,1600,60+,500000,100000,100,Online
10947,"Greater Mumbai, India",04-Jan-14,Platinum,Entertainment,F,149088,1490,36-45,800000,200000,74.54,POS
10948,"Ahmedabad, India",24-Oct-14,Platinum,Bills,F,146321,1463,26-35,2000000,500000,29.26,POS
10949,"Greater Mumbai, India",09-Oct-14,Gold,Fuel,M,66439,664,26-35,800000,200000,33.22,POS
10950,"Bengaluru, India",22-Jan-15,Gold,Bills,F,88843,888,46-60,2000000,500000,17.77,POS
10951,"Delhi, India",11-Nov-13,Platinum,Grocery,M,199805,1998,36-45,2000000,500000,39.96,Online
10952,"Greater Mumbai, India",03-May-14,Platinum,Entertainment,F,226774,2267,18-25,1200000,300000,75.59,Online
10953,"Delhi, India",08-Dec-14,Signature,Grocery,M,225590,2255,46-60,300000,50000,100,Online
10954,"Delhi, India",07-Oct-14,Signature,Entertainment,F,176308,1763,26-35,1200000,300000,58.77,Online
10955,"Ahmedabad, India",15-Dec-14,Silver,Food,F,130685,1306,60+,800000,200000,65.34,POS
10956,"Bengaluru, India",07-Jul-14,Signature,Bills,M,182264,1822,46-60,300000,50000,100,Online
10957,"Bengaluru, India",24-May-14,Platinum,Bills,F,73189,731,46-60,2000000,500000,14.64,POS
10958,"Ahmedabad, India",04-Jan-14,Platinum,Entertainment,M,12593,125,26-35,1200000,300000,4.2,POS
10959,"Ahmedabad, India",06-Apr-14,Platinum,Food,M,39507,395,18-25,2000000,500000,7.9,POS
10960,"Ahmedabad, India",22-Feb-15,Signature,Entertainment,M,194407,1944,26-35,500000,100000,100,Online
10961,"Ahmedabad, India",23-Dec-13,Signature,Entertainment,M,53428,534,36-45,800000,200000,26.71,POS
10962,"Bengaluru, India",07-Jun-14,Signature,Entertainment,F,56978,569,26-35,800000,200000,28.49,POS
10963,"Delhi, India",29-Dec-13,Signature,Grocery,M,242519,2425,26-35,800000,200000,100,Online
10964,"Delhi, India",24-Feb-15,Signature,Fuel,M,80582,805,36-45,800000,200000,40.29,POS
10965,"Ahmedabad, India",06-Mar-14,Silver,Food,M,281240,2812,26-35,500000,100000,100,Online
10966,"Greater Mumbai, India",05-Mar-14,Platinum,Entertainment,F,154724,1547,36-45,2000000,500000,30.94,Online
10967,"Delhi, India",14-Oct-14,Platinum,Bills,M,84647,846,26-35,300000,50000,100,POS
10968,"Ahmedabad, India",20-Jan-14,Signature,Food,F,40895,408,36-45,1200000,300000,13.63,POS
10969,"Greater Mumbai, India",12-Oct-14,Silver,Fuel,M,204457,2044,36-45,2000000,500000,40.89,Online
10970,"Bengaluru, India",12-Jan-14,Platinum,Grocery,F,240690,2406,60+,2000000,500000,48.14,Online
10971,"Ahmedabad, India",10-Jan-15,Gold,Food,M,31313,313,26-35,1200000,300000,10.44,POS
10972,"Ahmedabad, India",23-Oct-13,Signature,Food,F,262063,2620,26-35,800000,200000,100,Online
10973,"Greater Mumbai, India",15-Jun-14,Platinum,Food,M,138568,1385,60+,2000000,500000,27.71,POS
10974,"Bengaluru, India",24-Jun-14,Platinum,Bills,F,119409,1194,60+,2000000,500000,23.88,POS
10975,"Bengaluru, India",20-Sep-14,Signature,Bills,M,187664,1876,60+,500000,100000,100,Online
10976,"Greater Mumbai, India",13-Oct-14,Gold,Food,F,5526,55,36-45,800000,200000,2.76,POS
10977,"Ahmedabad, India",15-Oct-13,Platinum,Food,F,176911,1769,26-35,1200000,300000,58.97,Online
10978,"Ahmedabad, India",19-Dec-14,Signature,Food,F,266835,2668,26-35,2000000,500000,53.37,Online
10979,"Ahmedabad, India",17-Dec-13,Silver,Food,M,247605,2476,26-35,1200000,300000,82.54,Online
10980,"Ahmedabad, India",25-May-14,Gold,Food,F,154300,1543,36-45,300000,50000,100,Online
10981,"Greater Mumbai, India",24-Feb-15,Signature,Bills,M,187711,1877,36-45,500000,100000,100,Online
10982,"Bengaluru, India",07-Jan-15,Silver,Grocery,M,14194,141,18-25,2000000,500000,2.84,POS
10983,"Bengaluru, India",18-Jan-15,Signature,Entertainment,M,259303,2593,26-35,800000,200000,100,Online
10984,"Delhi, India",11-Jul-14,Signature,Entertainment,F,218932,2189,36-45,800000,200000,100,Online
10985,"Greater Mumbai, India",06-Nov-14,Signature,Entertainment,M,223996,2239,18-25,2000000,500000,44.8,Online
10986,"Greater Mumbai, India",07-Aug-14,Platinum,Bills,M,283734,2837,26-35,500000,100000,100,Online
10987,"Ahmedabad, India",25-Oct-14,Gold,Entertainment,F,50164,501,60+,300000,50000,100,POS
10988,"Ahmedabad, India",06-Sep-14,Silver,Grocery,F,16989,169,26-35,500000,100000,16.99,POS
10989,"Ahmedabad, India",10-Aug-14,Signature,Fuel,F,4700,47,46-60,800000,200000,2.35,POS
10990,"Greater Mumbai, India",25-Oct-14,Signature,Entertainment,F,199224,1992,36-45,1200000,300000,66.41,Online
10991,"Delhi, India",16-Dec-14,Silver,Food,M,197072,1970,26-35,300000,50000,100,Online
10992,"Ahmedabad, India",15-Apr-14,Signature,Entertainment,M,241510,2415,36-45,800000,200000,100,Online
10993,"Bengaluru, India",28-Mar-14,Silver,Entertainment,M,13787,137,36-45,500000,100000,13.79,POS
10994,"Delhi, India",03-Jun-14,Gold,Grocery,M,55633,556,36-45,800000,200000,27.82,POS
10995,"Greater Mumbai, India",17-Nov-13,Gold,Food,M,31560,315,46-60,500000,100000,31.56,POS
10996,"Delhi, India",27-Mar-15,Silver,Grocery,F,227588,2275,46-60,300000,50000,100,Online
10997,"Greater Mumbai, India",30-Oct-14,Platinum,Food,F,104072,1040,60+,1200000,300000,34.69,POS
10998,"Bengaluru, India",11-Aug-14,Silver,Bills,F,154210,1542,46-60,2000000,500000,30.84,Online
10999,"Ahmedabad, India",15-Jan-15,Platinum,Grocery,M,194502,1945,26-35,1200000,300000,64.83,Online
11000,"Delhi, India",29-Apr-14,Signature,Fuel,M,57714,577,26-35,800000,200000,28.86,POS
11001,"Delhi, India",04-May-14,Signature,Grocery,M,62412,624,18-25,800000,200000,31.21,POS
11002,"Bengaluru, India",28-Jan-14,Platinum,Food,F,113973,1139,26-35,300000,50000,100,POS
11003,"Delhi, India",24-Dec-14,Gold,Grocery,F,257289,2572,26-35,2000000,500000,51.46,Online
11004,"Greater Mumbai, India",30-Aug-14,Gold,Fuel,M,205260,2052,18-25,1200000,300000,68.42,Online
11005,"Delhi, India",18-Mar-14,Signature,Fuel,M,246458,2464,18-25,300000,50000,100,Online
11006,"Greater Mumbai, India",24-Dec-14,Platinum,Entertainment,F,246955,2469,26-35,800000,200000,100,Online
11007,"Delhi, India",05-Aug-14,Signature,Grocery,M,62005,620,26-35,500000,100000,62,POS
11008,"Delhi, India",14-May-15,Silver,Bills,M,238402,2384,18-25,2000000,500000,47.68,Online
11009,"Delhi, India",24-Feb-15,Silver,Grocery,M,133735,1337,46-60,300000,50000,100,POS
11010,"Ahmedabad, India",05-Feb-14,Silver,Bills,M,151772,1517,36-45,2000000,500000,30.35,POS
11011,"Greater Mumbai, India",30-Nov-13,Platinum,Grocery,M,218419,2184,26-35,1200000,300000,72.81,Online
11012,"Bengaluru, India",30-May-14,Signature,Grocery,F,285136,2851,26-35,800000,200000,100,Online
11013,"Ahmedabad, India",12-May-14,Gold,Grocery,F,94856,948,46-60,2000000,500000,18.97,POS
11014,"Greater Mumbai, India",19-Dec-13,Gold,Food,F,228983,2289,46-60,300000,50000,100,Online
11015,"Bengaluru, India",24-Mar-14,Platinum,Grocery,M,93215,932,36-45,1200000,300000,31.07,POS
11016,"Greater Mumbai, India",12-Dec-14,Platinum,Bills,M,90105,901,26-35,2000000,500000,18.02,POS
11017,"Ahmedabad, India",14-Oct-13,Signature,Bills,M,236711,2367,36-45,500000,100000,100,Online
11018,"Bengaluru, India",10-Dec-13,Platinum,Food,F,106226,1062,60+,500000,100000,100,POS
11019,"Ahmedabad, India",26-Apr-15,Gold,Entertainment,M,31363,313,60+,1200000,300000,10.45,POS
11020,"Bengaluru, India",09-Feb-14,Signature,Bills,F,174566,1745,36-45,800000,200000,87.28,Online
11021,"Delhi, India",19-Dec-14,Gold,Entertainment,F,1061,10,36-45,800000,200000,0.53,POS
11022,"Ahmedabad, India",18-Dec-13,Platinum,Food,F,115963,1159,26-35,300000,50000,100,POS
11023,"Ahmedabad, India",17-Feb-15,Silver,Food,M,80435,804,36-45,300000,50000,100,POS
11024,"Ahmedabad, India",23-Feb-14,Silver,Entertainment,M,20431,204,46-60,2000000,500000,4.09,POS
11025,"Ahmedabad, India",28-Dec-13,Signature,Entertainment,M,28952,289,60+,1200000,300000,9.65,POS
11026,"Ahmedabad, India",02-Jan-14,Silver,Entertainment,F,81245,812,26-35,300000,50000,100,POS
11027,"Greater Mumbai, India",15-Oct-14,Silver,Bills,M,266267,2662,46-60,1200000,300000,88.76,Online
11028,"Delhi, India",19-May-15,Platinum,Food,M,154538,1545,26-35,1200000,300000,51.51,Online
11029,"Ahmedabad, India",30-May-14,Gold,Bills,F,34045,340,26-35,800000,200000,17.02,POS
11030,"Ahmedabad, India",01-May-14,Gold,Grocery,F,7126,71,26-35,300000,50000,14.25,POS
11031,"Bengaluru, India",22-Jun-14,Silver,Food,M,111508,1115,36-45,500000,100000,100,POS
11032,"Ahmedabad, India",01-Sep-14,Signature,Entertainment,M,104315,1043,46-60,500000,100000,100,POS
11033,"Greater Mumbai, India",10-Jul-14,Silver,Entertainment,M,51840,518,18-25,800000,200000,25.92,POS
11034,"Bengaluru, India",13-Nov-13,Platinum,Entertainment,F,84335,843,46-60,1200000,300000,28.11,POS
11035,"Greater Mumbai, India",30-Apr-14,Signature,Grocery,M,287438,2874,26-35,2000000,500000,57.49,Online
11036,"Delhi, India",25-Dec-14,Signature,Entertainment,M,169764,1697,36-45,1200000,300000,56.59,Online
11037,"Bengaluru, India",27-Apr-15,Signature,Entertainment,F,172773,1727,26-35,800000,200000,86.39,Online
11038,"Bengaluru, India",14-May-14,Signature,Grocery,F,156117,1561,60+,300000,50000,100,Online
11039,"Ahmedabad, India",17-Mar-15,Signature,Grocery,F,116997,1169,26-35,1200000,300000,39,POS
11040,"Delhi, India",14-Jan-15,Gold,Grocery,F,216348,2163,36-45,1200000,300000,72.12,Online
11041,"Bengaluru, India",14-May-14,Platinum,Food,F,151324,1513,18-25,1200000,300000,50.44,POS
11042,"Bengaluru, India",21-Dec-13,Silver,Bills,M,273212,2732,36-45,800000,200000,100,Online
11043,"Greater Mumbai, India",20-Jun-14,Signature,Grocery,M,127322,1273,60+,300000,50000,100,POS
11044,"Bengaluru, India",01-Oct-14,Signature,Entertainment,F,197210,1972,26-35,300000,50000,100,Online
11045,"Greater Mumbai, India",05-Oct-13,Signature,Fuel,M,130428,1304,18-25,1200000,300000,43.48,POS
11046,"Bengaluru, India",26-Aug-14,Silver,Fuel,M,14582,145,36-45,1200000,300000,4.86,POS
11047,"Delhi, India",03-Feb-15,Signature,Entertainment,F,55039,550,36-45,300000,50000,100,POS
11048,"Delhi, India",17-Mar-14,Silver,Grocery,M,27406,274,46-60,300000,50000,54.81,POS
11049,"Greater Mumbai, India",18-Feb-15,Signature,Fuel,M,254117,2541,26-35,1200000,300000,84.71,Online
11050,"Ahmedabad, India",28-Feb-14,Silver,Fuel,M,194888,1948,46-60,2000000,500000,38.98,Online
11051,"Delhi, India",18-May-15,Signature,Bills,M,53081,530,18-25,300000,50000,100,POS
11052,"Greater Mumbai, India",18-Dec-14,Platinum,Food,F,38553,385,46-60,1200000,300000,12.85,POS
11053,"Bengaluru, India",30-Mar-14,Platinum,Entertainment,M,199982,1999,18-25,300000,50000,100,Online
11054,"Delhi, India",10-Apr-15,Gold,Grocery,M,295923,2959,26-35,1200000,300000,98.64,Online
11055,"Delhi, India",03-Apr-15,Gold,Fuel,F,6930,69,18-25,2000000,500000,1.39,POS
11056,"Delhi, India",02-Mar-14,Signature,Fuel,F,74061,740,18-25,1200000,300000,24.69,POS
11057,"Delhi, India",05-May-14,Signature,Fuel,F,277817,2778,18-25,2000000,500000,55.56,Online
11058,"Ahmedabad, India",15-Dec-13,Platinum,Fuel,M,158727,1587,18-25,800000,200000,79.36,Online
11059,"Ahmedabad, India",16-Jul-14,Signature,Food,F,101712,1017,26-35,300000,50000,100,POS
11060,"Ahmedabad, India",06-Apr-14,Platinum,Bills,F,213600,2136,26-35,500000,100000,100,Online
11061,"Ahmedabad, India",21-Jun-14,Silver,Grocery,F,116416,1164,26-35,300000,50000,100,POS
11062,"Bengaluru, India",01-Jan-15,Platinum,Food,F,154010,1540,36-45,500000,100000,100,Online
11063,"Ahmedabad, India",22-Nov-14,Gold,Grocery,F,271824,2718,18-25,300000,50000,100,Online
11064,"Greater Mumbai, India",17-Jul-14,Signature,Food,F,63060,630,36-45,500000,100000,63.06,POS
11065,"Bengaluru, India",23-May-14,Signature,Bills,M,110342,1103,18-25,800000,200000,55.17,POS
11066,"Ahmedabad, India",07-Jan-14,Signature,Fuel,M,171039,1710,18-25,1200000,300000,57.01,Online
11067,"Delhi, India",12-May-15,Silver,Grocery,M,107439,1074,36-45,800000,200000,53.72,POS
11068,"Delhi, India",20-Oct-13,Gold,Grocery,F,276444,2764,26-35,2000000,500000,55.29,Online
11069,"Bengaluru, India",11-Jul-14,Signature,Entertainment,F,67375,673,36-45,800000,200000,33.69,POS
11070,"Delhi, India",08-Feb-14,Signature,Fuel,F,116160,1161,26-35,2000000,500000,23.23,POS
11071,"Delhi, India",01-Aug-14,Silver,Entertainment,M,109690,1096,36-45,1200000,300000,36.56,POS
11072,"Greater Mumbai, India",20-Nov-14,Gold,Food,F,81903,819,26-35,300000,50000,100,POS
11073,"Bengaluru, India",01-Jul-14,Platinum,Grocery,F,28992,289,26-35,300000,50000,57.98,POS
11074,"Greater Mumbai, India",23-Mar-14,Signature,Grocery,F,250205,2502,46-60,500000,100000,100,Online
11075,"Ahmedabad, India",01-Aug-14,Signature,Entertainment,M,168245,1682,36-45,2000000,500000,33.65,Online
11076,"Delhi, India",13-Oct-13,Silver,Fuel,F,218227,2182,36-45,800000,200000,100,Online
11077,"Ahmedabad, India",13-Jun-14,Platinum,Food,M,57527,575,36-45,300000,50000,100,POS
11078,"Bengaluru, India",18-Feb-15,Signature,Fuel,M,111298,1112,36-45,1200000,300000,37.1,POS
11079,"Ahmedabad, India",30-Sep-14,Silver,Entertainment,M,176173,1761,36-45,500000,100000,100,Online
11080,"Greater Mumbai, India",12-Jun-14,Gold,Fuel,F,126120,1261,26-35,800000,200000,63.06,POS
11081,"Delhi, India",10-May-15,Silver,Entertainment,M,199035,1990,60+,500000,100000,100,Online
11082,"Bengaluru, India",14-Oct-13,Silver,Grocery,F,74671,746,26-35,500000,100000,74.67,POS
11083,"Ahmedabad, India",11-Jul-14,Silver,Grocery,F,62991,629,26-35,500000,100000,62.99,POS
11084,"Bengaluru, India",08-Oct-13,Platinum,Food,M,100379,1003,36-45,2000000,500000,20.08,POS
11085,"Ahmedabad, India",30-Jul-14,Gold,Grocery,F,296390,2963,18-25,800000,200000,100,Online
11086,"Greater Mumbai, India",29-Sep-14,Signature,Fuel,F,233244,2332,36-45,1200000,300000,77.75,Online
11087,"Greater Mumbai, India",11-Oct-14,Signature,Food,F,226212,2262,36-45,800000,200000,100,Online
11088,"Ahmedabad, India",06-Feb-15,Signature,Bills,M,140701,1407,18-25,800000,200000,70.35,POS
11089,"Greater Mumbai, India",25-May-14,Platinum,Food,F,233001,2330,46-60,500000,100000,100,Online
11090,"Bengaluru, India",24-Jun-14,Signature,Food,F,141623,1416,46-60,1200000,300000,47.21,POS
11091,"Delhi, India",23-Aug-14,Gold,Food,F,132456,1324,26-35,800000,200000,66.23,POS
11092,"Greater Mumbai, India",22-Feb-14,Platinum,Fuel,F,78806,788,18-25,800000,200000,39.4,POS
11093,"Ahmedabad, India",08-Feb-14,Silver,Bills,M,277493,2774,18-25,300000,50000,100,Online
11094,"Delhi, India",25-Oct-13,Platinum,Grocery,M,227074,2270,46-60,500000,100000,100,Online
11095,"Greater Mumbai, India",30-Apr-14,Gold,Grocery,F,167531,1675,36-45,2000000,500000,33.51,Online
11096,"Greater Mumbai, India",22-Apr-15,Platinum,Food,M,204980,2049,36-45,500000,100000,100,Online
11097,"Delhi, India",05-Oct-14,Platinum,Grocery,F,138114,1381,46-60,500000,100000,100,POS
11098,"Bengaluru, India",04-Dec-14,Platinum,Entertainment,F,91121,911,26-35,800000,200000,45.56,POS
11099,"Bengaluru, India",25-Nov-14,Platinum,Food,M,156837,1568,18-25,1200000,300000,52.28,Online
11100,"Bengaluru, India",21-Nov-13,Gold,Bills,F,123925,1239,18-25,2000000,500000,24.78,POS
11101,"Delhi, India",01-May-14,Gold,Fuel,F,191509,1915,46-60,800000,200000,95.75,Online
11102,"Greater Mumbai, India",15-Jul-14,Gold,Food,F,156022,1560,46-60,300000,50000,100,Online
11103,"Greater Mumbai, India",03-Nov-14,Silver,Food,M,276332,2763,26-35,2000000,500000,55.27,Online
11104,"Delhi, India",29-Mar-15,Gold,Bills,F,274343,2743,26-35,800000,200000,100,Online
11105,"Greater Mumbai, India",01-Apr-15,Gold,Entertainment,M,242644,2426,26-35,300000,50000,100,Online
11106,"Greater Mumbai, India",14-Nov-13,Platinum,Food,F,49745,497,46-60,300000,50000,99.49,POS
11107,"Greater Mumbai, India",28-Feb-15,Silver,Grocery,M,284339,2843,18-25,800000,200000,100,Online
11108,"Delhi, India",10-Apr-15,Platinum,Fuel,M,155081,1550,46-60,500000,100000,100,Online
11109,"Ahmedabad, India",11-Feb-14,Platinum,Grocery,F,30252,302,36-45,2000000,500000,6.05,POS
11110,"Bengaluru, India",22-Feb-14,Platinum,Bills,F,171561,1715,26-35,2000000,500000,34.31,Online
11111,"Greater Mumbai, India",27-Apr-15,Signature,Food,F,119164,1191,36-45,2000000,500000,23.83,POS
11112,"Delhi, India",06-Mar-15,Signature,Bills,F,184421,1844,26-35,500000,100000,100,Online
11113,"Greater Mumbai, India",16-Mar-15,Platinum,Entertainment,F,67043,670,18-25,2000000,500000,13.41,POS
11114,"Bengaluru, India",15-Oct-13,Signature,Fuel,M,157243,1572,18-25,2000000,500000,31.45,Online
11115,"Greater Mumbai, India",16-Sep-14,Silver,Food,M,128621,1286,26-35,2000000,500000,25.72,POS
11116,"Greater Mumbai, India",11-Jun-14,Signature,Bills,F,127620,1276,26-35,2000000,500000,25.52,POS
11117,"Greater Mumbai, India",19-Jul-14,Silver,Bills,M,100949,1009,18-25,800000,200000,50.47,POS
11118,"Delhi, India",08-Nov-13,Platinum,Food,F,278378,2783,26-35,1200000,300000,92.79,Online
11119,"Ahmedabad, India",30-Oct-13,Gold,Grocery,M,41569,415,36-45,500000,100000,41.57,POS
11120,"Delhi, India",02-Jun-14,Platinum,Fuel,M,67867,678,46-60,300000,50000,100,POS
11121,"Bengaluru, India",01-Jan-15,Platinum,Grocery,F,172053,1720,18-25,300000,50000,100,Online
11122,"Bengaluru, India",23-Mar-15,Platinum,Food,M,266255,2662,60+,300000,50000,100,Online
11123,"Ahmedabad, India",10-Nov-14,Silver,Food,M,276137,2761,60+,1200000,300000,92.05,Online
11124,"Ahmedabad, India",02-Mar-14,Silver,Entertainment,F,142754,1427,26-35,500000,100000,100,POS
11125,"Delhi, India",20-Mar-15,Platinum,Fuel,F,263978,2639,60+,500000,100000,100,Online
11126,"Ahmedabad, India",25-May-14,Signature,Grocery,F,257752,2577,18-25,2000000,500000,51.55,Online
11127,"Greater Mumbai, India",28-Nov-14,Silver,Entertainment,M,17642,176,26-35,2000000,500000,3.53,POS
11128,"Bengaluru, India",21-Sep-14,Gold,Entertainment,F,110349,1103,46-60,800000,200000,55.17,POS
11129,"Bengaluru, India",22-Mar-15,Gold,Entertainment,F,154260,1542,26-35,500000,100000,100,Online
11130,"Ahmedabad, India",13-May-15,Platinum,Bills,M,27330,273,26-35,1200000,300000,9.11,POS
11131,"Greater Mumbai, India",21-Apr-15,Platinum,Bills,F,172441,1724,18-25,2000000,500000,34.49,Online
11132,"Ahmedabad, India",15-Nov-14,Signature,Grocery,F,105009,1050,36-45,1200000,300000,35,POS
11133,"Greater Mumbai, India",17-Apr-15,Platinum,Entertainment,M,283401,2834,18-25,500000,100000,100,Online
11134,"Ahmedabad, India",19-Aug-14,Signature,Entertainment,F,49221,492,26-35,300000,50000,98.44,POS
11135,"Delhi, India",19-Dec-14,Gold,Bills,F,58770,587,46-60,1200000,300000,19.59,POS
11136,"Ahmedabad, India",02-Apr-14,Gold,Bills,F,53594,535,46-60,1200000,300000,17.86,POS
11137,"Bengaluru, India",20-Oct-14,Gold,Fuel,F,35730,357,26-35,300000,50000,71.46,POS
11138,"Greater Mumbai, India",14-May-14,Platinum,Entertainment,M,108819,1088,36-45,500000,100000,100,POS
11139,"Bengaluru, India",29-Jan-15,Silver,Grocery,F,233617,2336,18-25,500000,100000,100,Online
11140,"Bengaluru, India",22-Dec-13,Signature,Entertainment,M,111954,1119,60+,1200000,300000,37.32,POS
11141,"Delhi, India",08-May-14,Silver,Bills,M,294588,2945,60+,1200000,300000,98.2,Online
11142,"Delhi, India",25-Oct-13,Platinum,Entertainment,M,244029,2440,46-60,2000000,500000,48.81,Online
11143,"Delhi, India",01-Jul-14,Signature,Entertainment,M,39662,396,26-35,500000,100000,39.66,POS
11144,"Bengaluru, India",13-Dec-14,Silver,Fuel,F,227561,2275,26-35,500000,100000,100,Online
11145,"Delhi, India",23-Feb-15,Signature,Fuel,M,56992,569,26-35,1200000,300000,19,POS
11146,"Bengaluru, India",02-Nov-13,Silver,Entertainment,M,234947,2349,18-25,500000,100000,100,Online
11147,"Ahmedabad, India",27-Nov-13,Platinum,Fuel,M,178934,1789,26-35,500000,100000,100,Online
11148,"Delhi, India",26-Jan-14,Signature,Food,F,136622,1366,60+,2000000,500000,27.32,POS
11149,"Greater Mumbai, India",03-Apr-15,Silver,Fuel,M,103951,1039,18-25,1200000,300000,34.65,POS
11150,"Greater Mumbai, India",27-Mar-14,Signature,Grocery,F,148487,1484,46-60,800000,200000,74.24,POS
11151,"Greater Mumbai, India",06-Jun-14,Platinum,Food,F,255763,2557,26-35,2000000,500000,51.15,Online
11152,"Greater Mumbai, India",30-Jun-14,Silver,Fuel,F,91193,911,26-35,500000,100000,91.19,POS
11153,"Bengaluru, India",19-Dec-14,Signature,Bills,M,108457,1084,36-45,1200000,300000,36.15,POS
11154,"Greater Mumbai, India",25-May-14,Signature,Bills,F,186694,1866,46-60,2000000,500000,37.34,Online
11155,"Delhi, India",04-Jan-15,Platinum,Fuel,F,94402,944,18-25,300000,50000,100,POS
11156,"Bengaluru, India",04-May-14,Platinum,Grocery,M,96896,968,46-60,800000,200000,48.45,POS
